chr	nc_accession	gene	gene_id	ccds_id	ccds_status	cds_strand	match_type	aa_length
chr19	NC_000019.10	FAM32A	26017	CCDS12341.1	Public	+	Identical	-1
chr19	NC_000019.10	AP1M1	8907	CCDS12342.1	Public	+	Identical	-1
chr19	NC_000019.10	KLF2	10365	CCDS12343.1	Public	+	Identical	-1
chr19	NC_000019.10	CALR3	125972	CCDS12344.1	Public	-	Identical	-1
chr19	NC_000019.10	C19orf44	84167	CCDS12345.1	Public	+	Identical	-1
chr19	NC_000019.10	SLC35E1	79939	CCDS12346.2	Public	-	Identical	-1
chr19	NC_000019.10	MED26	9441	CCDS12347.1	Public	-	Identical	-1
chr19	NC_000019.10	SMIM7	79086	CCDS12348.2	Public	-	Identical	-1
chr19	NC_000019.10	TMEM38A	79041	CCDS12349.1	Public	+	Identical	-1
chr19	NC_000019.10	F2RL3	9002	CCDS12350.1	Public	+	Identical	-1
chr19	NC_000019.10	OCEL1	79629	CCDS12351.1	Public	+	Identical	-1
chr19	NC_000019.10	NR2F6	2063	CCDS12352.1	Public	-	Identical	-1
chr19	NC_000019.10	USHBP1	83878	CCDS12353.1	Public	-	Identical	-1
chr19	NC_000019.10	ANKLE1	126549	CCDS12354.4	Public	+	Identical	-1
chr19	NC_000019.10	ABHD8	79575	CCDS12355.1	Public	-	Identical	-1
chr19	NC_000019.10	MRPL34	64981	CCDS12356.1	Public	+	Identical	-1
chr19	NC_000019.10	DDA1	79016	CCDS12357.1	Public	+	Identical	-1
chr19	NC_000019.10	BST2	684	CCDS12358.1	Public	-	Identical	-1
chr19	NC_000019.10	MVB12A	93343	CCDS12359.1	Public	+	Identical	-1
chr19	NC_000019.10	NXNL1	115861	CCDS12360.1	Public	-	Identical	-1
chr19	NC_000019.10	PGLS	25796	CCDS12361.1	Public	+	Identical	-1
chr19	NC_000019.10	NIBAN3	199786	CCDS12362.1	Public	+	Identical	-1
chr19	NC_000019.10	COLGALT1	79709	CCDS12363.1	Public	+	Identical	-1
chr19	NC_000019.10	B3GNT3	10331	CCDS12364.1	Public	+	Identical	-1
chr19	NC_000019.10	INSL3	3640	CCDS12365.1	Public	-	Identical	-1
chr19	NC_000019.10	JAK3	3718	CCDS12366.1	Public	-	Identical	-1
chr19	NC_000019.10	RPL18A	6142	CCDS12367.1	Public	+	Identical	-1
chr19	NC_000019.10	SLC5A5	6528	CCDS12368.1	Public	+	Identical	-1
chr19	NC_000019.10	CCDC124	115098	CCDS12369.1	Public	+	Identical	-1
chr19	NC_000019.10	ARRDC2	27106	CCDS12370.1	Public	+	Identical	-1
chr19	NC_000019.10	PIK3R2	5296	CCDS12371.1	Public	+	Identical	-1
chr19	NC_000019.10	RAB3A	5864	CCDS12372.1	Public	-	Identical	-1
chr19	NC_000019.10	PDE4C	5143	CCDS12373.1	Public	-	Identical	-1
chr19	NC_000019.10	LSM4	25804	CCDS12374.1	Public	-	Identical	-1
chr19	NC_000019.10	PGPEP1	54858	CCDS12375.1	Public	+	Identical	-1
chr19	NC_000019.10	GDF15	9518	CCDS12376.1	Public	+	Identical	-1
chr19	NC_000019.10	LRRC25	126364	CCDS12377.1	Public	-	Identical	-1
chr19	NC_000019.10	SSBP4	170463	CCDS12378.1	Public	+	Identical	-1
chr19	NC_000019.10	ISYNA1	51477	CCDS12379.1	Public	-	Identical	-1
chr19	NC_000019.10	ELL	8178	CCDS12380.1	Public	-	Identical	-1
chr19	NC_000019.10	KXD1	79036	CCDS12381.1	Public	+	Identical	-1
chr19	NC_000019.10	UBA52	7311	CCDS12382.1	Public	+	Identical	-1
chr19	NC_000019.10	TMEM59L	25789	CCDS12383.1	Public	+	Identical	-1
chr19	NC_000019.10	KLHL26	55295	CCDS12384.1	Public	+	Identical	-1
chr19	NC_000019.10	COMP	1311	CCDS12385.1	Public	-	Identical	-1
chr19	NC_000019.10	UPF1	5976	CCDS12386.1	Public	+	Identical	-1
chr19	NC_000019.10	COPE	11316	CCDS12387.1	Public	-	Identical	-1
chr19	NC_000019.10	COPE	11316	CCDS12388.1	Public	-	Identical	-1
chr19	NC_000019.10	COPE	11316	CCDS12389.1	Public	-	Identical	-1
chr19	NC_000019.10	DDX49	54555	CCDS12390.1	Public	+	Identical	-1
chr19	NC_000019.10	HOMER3	9454	CCDS12391.1	Public	-	Identical	-1
chr19	NC_000019.10	SUGP2	10147	CCDS12392.1	Public	-	Identical	-1
chr19	NC_000019.10	TMEM161A	54929	CCDS12393.1	Public	-	Identical	-1
chr19	NC_000019.10	BORCS8-MEF2B	4207	CCDS12394.1	Withdrawn	-	Identical	-1
chr19	NC_000019.10	RFXANK	8625	CCDS12395.1	Public	+	Identical	-1
chr19	NC_000019.10	RFXANK	8625	CCDS12396.1	Public	+	Identical	-1
chr19	NC_000019.10	NCAN	1463	CCDS12397.1	Public	+	Identical	-1
chr19	NC_000019.10	HAPLN4	404037	CCDS12398.1	Public	-	Identical	-1
chr19	NC_000019.10	SUGP1	57794	CCDS12399.1	Public	-	Identical	-1
chr19	NC_000019.8	SUGP1	57794	CCDS12400.1	Withdrawn	-	Identical	-1
chr19	NC_000019.8	SUGP1	57794	CCDS12401.1	Withdrawn	-	Identical	-1
chr19	NC_000019.10	GATAD2A	54815	CCDS12402.2	Public	+	Identical	-1
chr19	NC_000019.10	TSSK6	83983	CCDS12403.1	Public	-	Identical	-1
chr19	NC_000019.10	NDUFA13	51079	CCDS12404.2	Public	+	Identical	-1
chr19	NC_000019.10	CILP2	148113	CCDS12405.1	Public	+	Identical	-1
chr19	NC_000019.10	PBX4	80714	CCDS12406.1	Public	-	Identical	-1
chr19	NC_000019.10	LPAR2	9170	CCDS12407.2	Under review, update	-	Identical	-1
chr19	NC_000019.10	GMIP	51291	CCDS12408.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF14	7561	CCDS12409.1	Public	-	Identical	-1
chr19	NC_000019.8	FLJ46230	400679	CCDS12410.1	Withdrawn	-	Identical	-1
chr19	NC_000019.10	ZNF493	284443	CCDS12411.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF493	284443	CCDS12412.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF43	7594	CCDS12413.2	Public	-	Identical	-1
chr19	NC_000019.10	ZNF681	148213	CCDS12414.2	Public	-	Identical	-1
chr19	NC_000019.10	UQCRFS1	7386	CCDS12415.1	Public	-	Identical	-1
chr19	NC_000019.10	POP4	10775	CCDS12416.1	Public	+	Identical	-1
chr19	NC_000019.10	PLEKHF1	79156	CCDS12417.1	Public	+	Identical	-1
chr19	NC_000019.10	C19orf12	83636	CCDS12418.2	Public	-	Identical	-1
chr19	NC_000019.10	CCNE1	898	CCDS12419.1	Public	+	Identical	-1
chr19	NC_000019.10	URI1	8725	CCDS12420.1	Public	+	Identical	-1
chr19	NC_000019.10	TSHZ3	57616	CCDS12421.2	Public	-	Identical	-1
chr19	NC_000019.10	DPY19L3	147991	CCDS12422.1	Public	+	Identical	-1
chr19	NC_000019.10	PDCD5	9141	CCDS12423.1	Public	+	Identical	-1
chr19	NC_000019.10	RGS9BP	388531	CCDS12424.1	Public	+	Identical	-1
chr19	NC_000019.10	SLC7A9	11136	CCDS12425.1	Public	-	Identical	-1
chr19	NC_000019.10	FAAP24	91442	CCDS12426.1	Public	+	Identical	-1
chr19	NC_000019.10	RHPN2	85415	CCDS12427.1	Public	-	Identical	-1
chr19	NC_000019.10	GPATCH1	55094	CCDS12428.1	Public	+	Identical	-1
chr19	NC_000019.10	WDR88	126248	CCDS12429.1	Public	+	Identical	-1
chr19	NC_000019.10	LRP3	4037	CCDS12430.1	Public	+	Identical	-1
chr19	NC_000019.10	SLC7A10	56301	CCDS12431.1	Public	-	Identical	-1
chr19	NC_000019.10	CEBPG	1054	CCDS12432.1	Public	+	Identical	-1
chr19	NC_000019.10	CHST8	64377	CCDS12433.1	Public	+	Identical	-1
chr19	NC_000019.10	KCTD15	79047	CCDS12434.1	Public	+	Identical	-1
chr19	NC_000019.10	LSM14A	26065	CCDS12435.1	Public	+	Identical	-1
chr19	NC_000019.10	GARRE1	9710	CCDS12436.1	Public	+	Identical	-1
chr19	NC_000019.10	GPI	2821	CCDS12437.1	Public	+	Identical	-1
chr19	NC_000019.10	PDCD2L	84306	CCDS12438.1	Public	+	Identical	-1
chr19	NC_000019.10	UBA2	10054	CCDS12439.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF792	126375	CCDS12440.2	Public	-	Identical	-1
chr19	NC_000019.10	SCN1B	6324	CCDS12441.1	Public	+	Identical	-1
chr19	NC_000019.10	FXYD3	5349	CCDS12442.1	Public	+	Identical	-1
chr19	NC_000019.10	FXYD3	5349	CCDS12443.1	Public	+	Identical	-1
chr19	NC_000019.10	LGI4	163175	CCDS12444.1	Public	-	Identical	-1
chr19	NC_000019.10	FXYD1	5348	CCDS12445.1	Public	+	Identical	-1
chr19	NC_000019.10	FXYD7	53822	CCDS12446.1	Public	+	Identical	-1
chr19	NC_000019.10	FXYD5	53827	CCDS12447.1	Public	+	Identical	-1
chr19	NC_000019.10	FAM187B	148109	CCDS12448.1	Public	-	Identical	-1
chr19	NC_000019.10	LSR	51599	CCDS12449.2	Public	+	Identical	-1
chr19	NC_000019.10	LSR	51599	CCDS12450.2	Public	+	Identical	-1
chr19	NC_000019.10	LSR	51599	CCDS12451.2	Public	+	Identical	-1
chr19	NC_000019.10	USF2	7392	CCDS12452.1	Public	+	Identical	-1
chr19	NC_000019.10	USF2	7392	CCDS12453.1	Public	+	Identical	-1
chr19	NC_000019.10	HAMP	57817	CCDS12454.1	Public	+	Identical	-1
chr19	NC_000019.10	MAG	4099	CCDS12455.1	Public	+	Identical	-1
chr19	NC_000019.10	MAG	4099	CCDS12456.1	Public	+	Identical	-1
chr19	NC_000019.10	CD22	933	CCDS12457.1	Public	+	Identical	-1
chr19	NC_000019.10	FFAR1	2864	CCDS12458.1	Public	+	Identical	-1
chr19	NC_000019.10	FFAR3	2865	CCDS12459.1	Public	+	Identical	-1
chr19	NC_000019.10	GPR42	2866	CCDS12460.1	Public	+	Identical	-1
chr19	NC_000019.10	FFAR2	2867	CCDS12461.1	Public	+	Identical	-1
chr19	NC_000019.10	KRTDAP	388533	CCDS12462.1	Public	-	Identical	-1
chr19	NC_000019.10	DMKN	93099	CCDS12463.1	Public	-	Identical	-1
chr19	NC_000019.10	SBSN	374897	CCDS12464.1	Public	-	Identical	-1
chr19	NC_000019.10	GAPDHS	26330	CCDS12465.1	Public	+	Identical	-1
chr19	NC_000019.10	TMEM147	10430	CCDS12466.1	Public	+	Identical	-1
chr19	NC_000019.10	ATP4A	495	CCDS12467.1	Public	-	Identical	-1
chr19	NC_000019.10	RBM42	79171	CCDS12468.1	Public	+	Identical	-1
chr19	NC_000019.10	COX6B1	1340	CCDS12469.1	Public	+	Identical	-1
chr19	NC_000019.10	UPK1A	11045	CCDS12470.1	Public	+	Identical	-1
chr19	NC_000019.10	ZBTB32	27033	CCDS12471.1	Public	+	Identical	-1
chr19	NC_000019.10	IGFLR1	79713	CCDS12472.1	Public	-	Identical	-1
chr19	NC_000019.10	U2AF1L4	199746	CCDS12473.1	Public	-	Identical	-1
chr19	NC_000019.10	PSENEN	55851	CCDS12474.1	Public	+	Identical	-1
chr19	NC_000019.10	HSPB6	126393	CCDS12475.1	Public	-	Identical	-1
chr19	NC_000019.8	PROSER3	148137	CCDS12476.1	Withdrawn	+	Identical	-1
chr19	NC_000019.10	ARHGAP33	115703	CCDS12477.1	Public	+	Identical	-1
chr19	NC_000019.10	PRODH2	58510	CCDS12478.2	Public	-	Identical	-1
chr19	NC_000019.10	KIRREL2	84063	CCDS12479.1	Public	+	Identical	-1
chr19	NC_000019.10	KIRREL2	84063	CCDS12480.1	Public	+	Identical	-1
chr19	NC_000019.10	KIRREL2	84063	CCDS12481.1	Public	+	Identical	-1
chr19	NC_000019.10	TYROBP	7305	CCDS12482.1	Public	-	Identical	-1
chr19	NC_000019.10	LRFN3	79414	CCDS12483.1	Public	+	Identical	-1
chr19	NC_000019.8	SYNE4	163183	CCDS12484.1	Withdrawn	-	Identical	-1
chr19	NC_000019.10	CLIP3	25999	CCDS12486.1	Public	-	Identical	-1
chr19	NC_000019.10	POLR2I	5438	CCDS12487.1	Public	-	Identical	-1
chr19	NC_000019.10	TBCB	1155	CCDS12488.1	Public	+	Identical	-1
chr19	NC_000019.10	CAPNS1	826	CCDS12489.1	Public	+	Identical	-1
chr19	NC_000019.10	COX7A1	1346	CCDS12490.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF565	147929	CCDS12491.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF146	7705	CCDS12492.1	Public	+	Identical	-1
chr19	NC_000019.10	ZFP82	284406	CCDS12493.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF566	84924	CCDS12494.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF567	163081	CCDS12495.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF790	388536	CCDS12496.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF345	25850	CCDS12497.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF420	147923	CCDS12498.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF585A	199704	CCDS12499.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF585B	92285	CCDS12500.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF383	163087	CCDS12501.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF875	284459	CCDS12502.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF569	148266	CCDS12503.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF570	148268	CCDS12504.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF571	51276	CCDS12505.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF540	163255	CCDS12506.1	Withdrawn	+	Identical	-1
chr19	NC_000019.10	ZNF781	163115	CCDS12507.1	Withdrawn, inconsistent annotation	-		-1
chr19	NC_000019.10	ZNF573	126231	CCDS12508.1	Public	-	Identical	-1
chr19	NC_000019.10	PPP1R14A	94274	CCDS12509.1	Public	-	Identical	-1
chr19	NC_000019.10	SPINT2	10653	CCDS12510.1	Public	+	Identical	-1
chr19	NC_000019.10	C19orf33	64073	CCDS12511.1	Public	+	Identical	-1
chr19	NC_000019.10	YIF1B	90522	CCDS12512.1	Public	-	Identical	-1
chr19	NC_000019.10	KCNK6	9424	CCDS12513.1	Public	+	Identical	-1
chr19	NC_000019.10	CATSPERG	57828	CCDS12514.2	Public	+	Identical	-1
chr19	NC_000019.10	PSMD8	5714	CCDS12515.2	Public	+	Identical	-1
chr19	NC_000019.10	GGN	199720	CCDS12516.1	Public	-	Identical	-1
chr19	NC_000019.10	EIF3K	27335	CCDS12517.1	Public	+	Identical	-1
chr19	NC_000019.10	ACTN4	81	CCDS12518.1	Public	+	Identical	-1
chr19	NC_000019.10	CAPN12	147968	CCDS12519.1	Public	-	Identical	-1
chr19	NC_000019.10	LGALS4	3960	CCDS12521.1	Public	-	Identical	-1
chr19	NC_000019.10	RINL	126432	CCDS12522.1	Public	-	Identical	-1
chr19	NC_000019.10	SIRT2	22933	CCDS12523.1	Public	-	Identical	-1
chr19	NC_000019.10	NFKBIB	4793	CCDS12524.1	Public	+	Identical	-1
chr19	NC_000019.10	MRPS12	6183	CCDS12525.1	Public	+	Identical	-1
chr19	NC_000019.10	FBXO17	115290	CCDS12526.1	Public	-	Identical	-1
chr19	NC_000019.10	FBXO27	126433	CCDS12527.1	Public	-	Identical	-1
chr19	NC_000019.10	PAK4	10298	CCDS12528.1	Public	+	Identical	-1
chr19	NC_000019.10	NCCRP1	342897	CCDS12529.1	Public	+	Identical	-1
chr19	NC_000019.10	IFNL3	282617	CCDS12530.1	Public	-	Identical	-1
chr19	NC_000019.10	IFNL1	282618	CCDS12531.1	Public	+	Identical	-1
chr19	NC_000019.10	GMFG	9535	CCDS12532.1	Public	-	Identical	-1
chr19	NC_000019.10	PAF1	54623	CCDS12533.1	Public	-	Identical	-1
chr19	NC_000019.10	ZFP36	7538	CCDS12534.3	Public	+	Identical	-1
chr19	NC_000019.10	RPS16	6217	CCDS12535.1	Public	-	Identical	-1
chr19	NC_000019.10	SUPT5H	6829	CCDS12536.1	Public	+	Identical	-1
chr19	NC_000019.10	DLL3	10683	CCDS12537.1	Public	+	Identical	-1
chr19	NC_000019.10	DLL3	10683	CCDS12538.1	Public	+	Identical	-1
chr19	NC_000019.10	EID2B	126272	CCDS12539.1	Public	-	Identical	-1
chr19	NC_000019.10	EID2	163126	CCDS12540.2	Public	-	Identical	-1
chr19	NC_000019.8	LGALS17A	400696	CCDS12541.1	Withdrawn	+	Identical	-1
chr19	NC_000019.10	LGALS14	56891	CCDS12542.1	Public	+	Identical	-1
chr19	NC_000019.10	DYRK1B	9149	CCDS12543.1	Public	-	Identical	-1
chr19	NC_000019.10	DYRK1B	9149	CCDS12544.1	Public	-	Identical	-1
chr19	NC_000019.10	FBL	2091	CCDS12545.1	Public	-	Identical	-1
chr19	NC_000019.10	PSMC4	5704	CCDS12547.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF546	339327	CCDS12548.1	Public	+	Identical	-1
chr19	NC_000019.10	MAP3K10	4294	CCDS12549.1	Public	+	Identical	-1
chr19	NC_000019.10	TTC9B	148014	CCDS12550.1	Public	-	Identical	-1
chr19	NC_000019.10	CCNP	79935	CCDS12551.2	Public	-	Identical	-1
chr19	NC_000019.10	AKT2	208	CCDS12552.1	Public	-	Identical	-1
chr19	NC_000019.9	C19orf47	126526	CCDS12553.1	Withdrawn	-	Identical	-1
chr19	NC_000019.8	PLD3	23646	CCDS12554.1	Withdrawn	+	Identical	-1
chr19	NC_000019.10	HIPK4	147746	CCDS12555.1	Public	-	Identical	-1
chr19	NC_000019.10	PRX	57716	CCDS12556.1	Public	-	Identical	-1
chr19	NC_000019.10	SERTAD1	29950	CCDS12557.1	Public	-	Identical	-1
chr19	NC_000019.10	SERTAD3	29946	CCDS12558.1	Public	-	Identical	-1
chr19	NC_000019.10	SPTBN4	57731	CCDS12559.1	Public	+	Identical	-1
chr19	NC_000019.10	SHKBP1	92799	CCDS12560.1	Public	+	Identical	-1
chr19	NC_000019.10	NUMBL	9253	CCDS12561.1	Public	-	Identical	-1
chr19	NC_000019.10	COQ8B	79934	CCDS12562.1	Public	-	Identical	-1
chr19	NC_000019.10	ITPKC	80271	CCDS12563.1	Public	+	Identical	-1
chr19	NC_000019.10	ACTMAP	284325	CCDS12564.2	Public	-	Identical	-1
chr19	NC_000019.10	SNRPA	6626	CCDS12565.1	Public	+	Identical	-1
chr19	NC_000019.10	MIA	8190	CCDS12566.1	Public	+	Identical	-1
chr19	NC_000019.10	EGLN2	112398	CCDS12567.1	Public	+	Identical	-1
chr19	NC_000019.10	CYP2A6	1548	CCDS12568.1	Public	-	Identical	-1
chr19	NC_000019.10	CYP2A7	1549	CCDS12569.1	Public	-	Identical	-1
chr19	NC_000019.10	CYP2B6	1555	CCDS12570.1	Public	+	Identical	-1
chr19	NC_000019.10	CYP2A13	1553	CCDS12571.1	Public	+	Identical	-1
chr19	NC_000019.10	CYP2F1	1572	CCDS12572.1	Public	+	Identical	-1
chr19	NC_000019.10	CYP2S1	29785	CCDS12573.1	Public	+	Identical	-1
chr19	NC_000019.10	AXL	558	CCDS12574.1	Public	+	Identical	-1
chr19	NC_000019.10	AXL	558	CCDS12575.1	Public	+	Identical	-1
chr19	NC_000019.10	HNRNPUL1	11100	CCDS12576.1	Public	+	Identical	-1
chr19	NC_000019.10	HNRNPUL1	11100	CCDS12577.1	Public	+	Identical	-1
chr19	NC_000019.10	CCDC97	90324	CCDS12578.1	Public	+	Identical	-1
chr19	NC_000019.10	B9D2	80776	CCDS12579.1	Public	-	Identical	-1
chr19	NC_000019.10	EXOSC5	56915	CCDS12580.1	Public	-	Identical	-1
chr19	NC_000019.10	BCKDHA	593	CCDS12581.1	Public	+	Identical	-1
chr19	NC_000019.10	B3GNT8	374907	CCDS12582.1	Public	-	Identical	-1
chr19	NC_000019.10	CEACAM7	1087	CCDS12583.1	Public	-	Identical	-1
chr19	NC_000019.10	CEACAM5	1048	CCDS12584.1	Public	+	Identical	-1
chr19	NC_000019.10	CEACAM6	4680	CCDS12585.1	Public	+	Identical	-1
chr19	NC_000019.10	CEACAM3	1084	CCDS12586.2	Public	+	Identical	-1
chr19	NC_000019.10	LYPD4	147719	CCDS12587.1	Public	-	Identical	-1
chr19	NC_000019.10	RPS19	6223	CCDS12588.1	Public	+	Identical	-1
chr19	NC_000019.10	CD79A	973	CCDS12589.1	Public	+	Identical	-1
chr19	NC_000019.10	ARHGEF1	9138	CCDS12590.1	Public	+	Identical	-1
chr19	NC_000019.10	ARHGEF1	9138	CCDS12591.1	Public	+	Identical	-1
chr19	NC_000019.10	ARHGEF1	9138	CCDS12592.1	Public	+	Identical	-1
chr19	NC_000019.10	RABAC1	10567	CCDS12593.1	Public	-	Identical	-1
chr19	NC_000019.10	ATP1A3	478	CCDS12594.1	Public	-	Identical	-1
chr19	NC_000019.10	GRIK5	2901	CCDS12595.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF574	64763	CCDS12596.1	Public	+	Identical	-1
chr19	NC_000019.10	DEDD2	162989	CCDS12597.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF526	116115	CCDS12598.1	Public	+	Identical	-1
chr19	NC_000019.10	GSK3A	2931	CCDS12599.1	Public	-	Identical	-1
chr19	NC_000019.10	ERF	2077	CCDS12600.1	Public	-	Identical	-1
chr19	NC_000019.10	CIC	23152	CCDS12601.1	Public	+	Identical	-1
chr19	NC_000019.10	PAFAH1B3	5050	CCDS12602.1	Public	-	Identical	-1
chr19	NC_000019.10	TMEM145	284339	CCDS12603.1	Public	+	Identical	-1
chr19	NC_000019.10	MEGF8	1954	CCDS12604.2	Public	+	Identical	-1
chr19	NC_000019.8	C19orf49	90198	CCDS12605.1	Withdrawn	+	Identical	-1
chr19	NC_000019.10	CNFN	84518	CCDS12606.1	Public	-	Identical	-1
chr19	NC_000019.10	LIPE	3991	CCDS12607.1	Public	-	Identical	-1
chr19	NC_000019.10	CXCL17	284340	CCDS12608.1	Public	-	Identical	-1
chr19	NC_000019.10	CEACAM1	634	CCDS12609.1	Public	-	Identical	-1
chr19	NC_000019.10	CEACAM8	1088	CCDS12610.1	Public	-	Identical	-1
chr19	NC_000019.10	PSG3	5671	CCDS12611.1	Public	-	Identical	-1
chr19	NC_000019.10	PSG1	5669	CCDS12612.1	Public	-	Identical	-1
chr19	NC_000019.10	PSG6	5675	CCDS12613.1	Public	-	Identical	-1
chr19	NC_000019.10	PSG11	5680	CCDS12614.2	Public	-	Identical	-1
chr19	NC_000019.10	PSG11	5680	CCDS12615.2	Public	-	Identical	-1
chr19	NC_000019.10	PSG2	5670	CCDS12616.1	Public	-	Identical	-1
chr19	NC_000019.10	PSG5	5673	CCDS12617.1	Public	-	Identical	-1
chr19	NC_000019.10	PSG9	5678	CCDS12618.1	Public	-	Identical	-1
chr19	NC_000019.10	TEX101	83639	CCDS12619.1	Public	+	Identical	-1
chr19	NC_000019.10	LYPD3	27076	CCDS12620.1	Public	-	Identical	-1
chr19	NC_000019.10	PHLDB3	653583	CCDS12621.2	Public	-	Identical	-1
chr19	NC_000019.10	ETHE1	23474	CCDS12622.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF575	284346	CCDS12623.1	Public	+	Identical	-1
chr19	NC_000019.10	XRCC1	7515	CCDS12624.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF576	79177	CCDS12625.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF428	126299	CCDS12626.1	Public	-	Identical	-1
chr19	NC_000019.10	CADM4	199731	CCDS12627.1	Public	-	Identical	-1
chr19	NC_000019.10	PLAUR	5329	CCDS12628.1	Public	-	Identical	-1
chr19	NC_000019.10	IRGC	56269	CCDS12629.1	Public	+	Identical	-1
chr19	NC_000019.10	KCNN4	3783	CCDS12630.1	Public	-	Identical	-1
chr19	NC_000019.10	LYPD5	284348	CCDS12631.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF45	7596	CCDS12632.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF221	7638	CCDS12633.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF155	7711	CCDS12634.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF223	7766	CCDS12635.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF227	7770	CCDS12636.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF112	7771	CCDS12637.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF285	26974	CCDS12638.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF180	7733	CCDS12639.1	Public	-	Identical	-1
chr19	NC_000019.10	PVR	5817	CCDS12640.1	Public	+	Identical	-1
chr19	NC_000019.10	CEACAM19	56971	CCDS12641.1	Public	+	Identical	-1
chr19	NC_000019.10	BCL3	602	CCDS12642.2	Public	+	Identical	-1
chr19	NC_000019.10	CBLC	23624	CCDS12643.1	Public	+	Identical	-1
chr19	NC_000019.10	BCAM	4059	CCDS12644.1	Public	+	Identical	-1
chr19	NC_000019.10	NECTIN2	5819	CCDS12645.1	Public	+	Identical	-1
chr19	NC_000019.10	TOMM40	10452	CCDS12646.1	Public	+	Identical	-1
chr19	NC_000019.10	APOE	348	CCDS12647.1	Public	+	Identical	-1
chr19	NC_000019.10	APOC1	341	CCDS12648.1	Public	+	Identical	-1
chr19	NC_000019.10	APOC4	346	CCDS12649.1	Public	+	Identical	-1
chr19	NC_000019.10	APOC2	344	CCDS12650.1	Public	+	Identical	-1
chr19	NC_000019.10	CLPTM1	1209	CCDS12651.1	Public	+	Identical	-1
chr19	NC_000019.10	CLASRP	11129	CCDS12652.2	Public	+	Identical	-1
chr19	NC_000019.10	ZNF296	162979	CCDS12653.1	Public	-	Identical	-1
chr19	NC_000019.10	GEMIN7	79760	CCDS12654.1	Public	+	Identical	-1
chr19	NC_000019.10	TRAPPC6A	79090	CCDS12655.1	Public	-	Identical	-1
chr19	NC_000019.10	BLOC1S3	388552	CCDS12656.1	Public	+	Identical	-1
chr19	NC_000019.10	EXOC3L2	90332	CCDS12657.1	Withdrawn	-	Identical	-1
chr19	NC_000019.10	MARK4	57787	CCDS12658.1	Public	+	Identical	-1
chr19	NC_000019.10	CKM	1158	CCDS12659.1	Public	-	Identical	-1
chr19	NC_000019.10	KLC3	147700	CCDS12660.2	Public	+	Identical	-1
chr19	NC_000019.10	POLR1G	10849	CCDS12661.1	Public	+	Identical	-1
chr19	NC_000019.10	ERCC1	2067	CCDS12662.1	Public	-	Identical	-1
chr19	NC_000019.10	ERCC1	2067	CCDS12663.1	Public	-	Identical	-1
chr19	NC_000019.10	FOSB	2354	CCDS12664.1	Public	+	Identical	-1
chr19	NC_000019.10	RTN2	6253	CCDS12665.1	Public	-	Identical	-1
chr19	NC_000019.10	RTN2	6253	CCDS12666.1	Public	-	Identical	-1
chr19	NC_000019.8	PPM1N	147699	CCDS12667.1	Withdrawn	+	Identical	-1
chr19	NC_000019.10	OPA3	80207	CCDS12668.1	Public	-	Identical	-1
chr19	NC_000019.10	GPR4	2828	CCDS12669.1	Public	-	Identical	-1
chr19	NC_000019.10	EML2	24139	CCDS12670.1	Public	-	Identical	-1
chr19	NC_000019.10	GIPR	2696	CCDS12671.1	Public	+	Identical	-1
chr19	NC_000019.10	QPCTL	54814	CCDS12672.1	Public	+	Identical	-1
chr19	NC_000019.10	SIX5	147912	CCDS12673.1	Public	-	Identical	-1
chr19	NC_000019.10	DMPK	1760	CCDS12674.1	Public	-	Identical	-1
